comment,sentiment,model,video_id,reviewed
"Chắc mấy ông đó bị tâm thần hay bị tính ghen ghét, đố kỵ !",,VF3,xzVrqva0KOM,false
"Dân mua vì đi lời lãi thì dân mua, tiền ai nấy tiêu, bạn cứ đi thử và tính toán thực tế đi mới thấy. Đọc mạng câu view thì toàn bị lừa và đầu độc.",,VF3,xzVrqva0KOM,false
"Nhảm vậy bác, tôi đã đi VF3 nếu có lên đời mua xe khác tôi cũng sẽ mua xe VinFast đây nè.",,VF3,xzVrqva0KOM,false
Vậy mới thấy truyền thông bẩn tai hại như nào. Bạn cho tiền người ta đổ xăng ko bạn?,,VF3,xzVrqva0KOM,false
Ui. Ở nước ngoài thì k hiểu ở trong nước như nào đâu😅,,VF3,xzVrqva0KOM,false
cách nhau cả 130 140 triệu đấykhông ít đâu ông ạ,,VF3,xzVrqva0KOM,false
"Cởi chuồng thì dành cho anh em mua xe đầu thôi. Xe thứ 2,3 ngta lại k mặn mà vs con vf5 đó đâu",,VF3,xzVrqva0KOM,false
Đã VF5 mà còn là bản cởi chuồng thì ko hiểu so với VF3 nnao luon ý=))) VF3 nó có tệp khách riêng bác ơi,,VF3,xzVrqva0KOM,false
Chuẩn luôn 😂😢😅 nhà có xe rồi mua thêm chiếc chở bồ nhí đi chơi giữa đường hết pin vào nhà nghĩ mà sạc thì đc 😅😅😅,,VF3,xzVrqva0KOM,false
nguời ko dư giả thì ngta cũng chọn 400 hơn là 300 à mà ông nói vậy,,VF3,xzVrqva0KOM,false
"Sớm
Muộn vf5 cũng
Có bản giá mềm. Lấh bớt khách của vf3. Vẫn còn nh ng mua vf3 vì chỉ thích xe nhỏ đi cá nhân luồn lách đi gần thì vẫn mua.",,VF3,xzVrqva0KOM,false
ko đủ an toàn để bán âu mỹ. Ở Âu Mỹ thì khó có xe giá rẻ,,VF3,xzVrqva0KOM,false
Không qua nổi bước verification 😂 này bán đc ở đna là quá đáng lắm r,,VF3,xzVrqva0KOM,false
Đi 3 năm sướng bao lâu rồi,,VF3,xzVrqva0KOM,false
"Hãng xe nào cũng vậy thôi, cũng có tệp khách hàng tiên phong. Không có số 1 thì làm sao có số 2....",,VF3,xzVrqva0KOM,false
"Vừa mồm thì múc, đâu ai bảo cố mà vỡ mồm. Ko có người dùng đầu tiên thì làm mẹ gì có đời kế tiếp. Hiểu thế nào là phát triển k?",,VF3,xzVrqva0KOM,false
"2 năm trước lúc tìm hiểu VF5 để mua đay cày cho sếp các video về VF5 từ đi xuyên Việt, tới 3 nước Đông Dương ... giờ mới thấy sếp ra lại 1 video về VF5",,VF5,1zCYFJ9JzgI,false
"đợi ra thế hệ tiếp đẹp hơn, điều hòa xịn hơn chút, còn cấu hình hiện tại vậy là ổn",,VF5,1zCYFJ9JzgI,false
Loa kia bao tiền v ad 😢,,VF5,1zCYFJ9JzgI,false
Giới hạn sạc mua EX 2 coi bộ OK nha,,VF5,1zCYFJ9JzgI,false
"ghế lái vẹo lệch ngồi đau người, ghế sau chật, thấp ngồi tức chân chỉ phù hợp trẻ con..",,VF5,1zCYFJ9JzgI,false
Có quá nhiều xe để trải nghiệm. Hẹn ở vf5 thế hệ tiếp theo.😊,,VF5,1zCYFJ9JzgI,false
Giảm giá để ra phiên bản mới ah ad ơi,,VF5,1zCYFJ9JzgI,false
"nhược: hàng nội địa: 
ưu: giá hãi cãng: ahhahha",,VF5,1zCYFJ9JzgI,false
Mặc quần dài vào,,VF5,1zCYFJ9JzgI,false
Người thông minh là phải mua Vinfast,,VF5,1zCYFJ9JzgI,false
dự kiến VF5 new khi nào ra mắt add,,VF5,1zCYFJ9JzgI,false
​ @TestnetRio năm 2027,,VF5,1zCYFJ9JzgI,false
Chắc phải năm sau,,VF5,1zCYFJ9JzgI,false
@XẾCỘNG  nào nào mình đang hóng cuối năm đây 😢😢😢😢,,VF5,1zCYFJ9JzgI,false
hóa ra ngôn ngữ của bọn tây nội địa chỉ có vậy.,,VF5,1zCYFJ9JzgI,false
"Độ bất lực cao nhỉ, cay lắm nhưng clip nào cũng phải vào đớp hơn đớp cớt :))",,VF5,1zCYFJ9JzgI,false
"RÁC TRONG TÂM!
Thưa các bác,
Em rất buồn khi nhìn thấy rất nhiều bình luận hoặc phản hồi bình luận của nhiều bác bị Youtube đưa vào hộp kiểm duyệt hoặc hộp vi phạm tiêu chuẩn cộng đồng. Việc thể hiện YÊU hay KHÔNG YÊU là chuyện hết sức bình thường, ĐỒNG TÌNH hay PHẢN ĐỐI cũng là các mặt của cuộc sống, tại sao khi xe Vinfast bị chê, nhiều bác lại có thể phản ứng bằng những ngôn từ thô tục đến vậy?
Em thành thật xin lỗi vì đã không thể mở những bình luận trong mục vi phạm tiêu chuẩn cộng đồng. Nếu mở ra, kênh có thể sẽ bị sập, hoặc có thể sẽ bị phạt rất nặng. Ngôn từ thô tục có thể bị coi là rác phải không các bác?
Nếu ta yêu mến sản phẩm, niềm nở đón nhận cả những lời chê bai góp ý, thì cộng đồng sẽ ngày càng yêu mến sản phẩm.
Rất mong các bác hãy cởi mở và thư giãn khi trao đổi. 
Kính chúc các bác và gia đình cuối tuần vui vẻ!",,VF7,b8mtVV98MPY,false
"Clip hay. Luôn đi thẳng vấn đề nhanh gọn, ko vòng vo. Mình chúa ghét nói vòng vo, nói dài mà hàm lượng thông tin chả bao nhiêu",,VF7,b8mtVV98MPY,false
"A Việt Anh nói hay quá
Chúc anh và team sức khỏe",,VF7,b8mtVV98MPY,false
"Anh luôn là ng nói công bằng nhất, ko sợ làm mất lòng hãng xe. Ủng hộ kênh của anh. Cám ơn anh",,VF7,b8mtVV98MPY,false
Clip quá hay và bổ ích a ạ,,VF7,b8mtVV98MPY,false
"Cảm ơn Bác, tháng này em đang định mua xe,nhưng con VF7 ồn quá, trở gia đình đi du lịch thì em say bye❤",,VF7,b8mtVV98MPY,false
Tipcar đánh giá rất chi tiết rõ ràng. Luôn dùng số liệu để đánh giá,,VF7,b8mtVV98MPY,false
Thanks tipcar chia se 😍,,VF7,b8mtVV98MPY,false
Anh làm video rất rễ hiểu và công tâm,,VF7,b8mtVV98MPY,false
"Xem kênh này nhiều, đánh gía rất công tâm về xe",,VF7,b8mtVV98MPY,false
Thích ccahs nói chuyện của biên tập viên tipcar TV,,VF7,b8mtVV98MPY,false
bạn này rất am hiểu về kỹ thuật và thị trường xe hơi,,VF7,b8mtVV98MPY,false
Rất  yêu tipcar TV ❤.còn  xe vin không  chê  gì.  Chỉ  tội sx trong  nước. Đc yêu tiên  nhiều nhưng giá  thành  chưa cạnh tranh....,,VF7,b8mtVV98MPY,false
Clip rất hay cho mn dag tìm hiểu e vf7,,VF7,b8mtVV98MPY,false
Kênh này là đánh giá chân thật nhất,,VF7,b8mtVV98MPY,false
Tipcar ko lòng vòng vào vấn đề nhanh gọn công tâm,,VF7,b8mtVV98MPY,false
đợi bên anh mãi:face-green-smiling:,,VF7,b8mtVV98MPY,false
Tôi thấy bác này giao diện cách nói chuyện cũng rất thật.còn có quảng cáo không thì phải chải nhiêm mới biết .còn riêng tôi tôi sẽ ủng hộ vinfat,,VF7,b8mtVV98MPY,false
"Không có màn hình sau vô-lăng, chưa quen mắt. Sàn cao, ngồi không thoải mái, cốp nên rộng thêm tý....., hy vọng các thế hệ sau sẽ hoàn thiện hơn,....tổng thể cũng là xuất sắc rồi cố lên Vinfast ❤❤❤❤❤",,VF7,b8mtVV98MPY,false
Chạy hay. Sướng,,VF7,b8mtVV98MPY,false
"Đôi khi họ yêu ghét theo cảm tính. Chỉ cần nghe đến Vin có khi họ đã ko thích rồi. Cho nên bạn cứ tự tin làm những gì từ tâm và tầm của mình để mang đến cho người xem, người dùng sự hiểu biết về ôto nói chung trong đó có xe điện. Riêng về xe Vin mình đã từng ngồi vf9 bản trần kính thì thấy ko phù hợp với thời tiết mùa hè Tây Nguyên.",,VF7,b8mtVV98MPY,false
"@TipcarTV  Những cái thằng ở dưới chê theo kiểu có đầu óc phân tích thì không ai người ta phản đối,nhưng hầu hết những thành phần chê đều không,hoặc chưa hề trải nghiệm những cái hay của xe điện VF mà chỉ 1 mực khăng khăng là xe điện VF đắt,kém chất lượng hoặc đội những hãng khác lên đầu với những ngôn từ hết sức phản cảm,chỉ biết xoáy vào những điểm chưa tốt mà bới móc .Thực tế những người chuyển từ xe xăng sang xe điện VF họ thấy cực kì thích thú và hài lòng với chiếc xe của họ vì những trải nghiệm mà chưa bao giờ hoặc sẽ không bao giờ có ở xe xăng.Tôi chỉ cho ví dụ đơn giản,Xăng, dầu giờ lên 30k 1 lít chắc các bố đi xe xăng khóc thét chứ chưa nói chuyện khác.",,VF7,b8mtVV98MPY,false
chưa chắc là đã người bênh vin đâu nha. Có thể là đối thủ đấy,,VF7,b8mtVV98MPY,false
"Xem trên nhiều video về xe VF thì thấy bị chia làm 2 phe, 1 phe thì cứ VF là chê không cần biết làm xe như nào thậm chí chưa đụng vào chiếc xe VF nào cũng chê, chê cho sướng miệng cái đã. Còn 1 phe thì ngược lại, bênh vực. Khen thì bị gọi là Vin nô, là bò đỏ, chê thì bị gọi là 3 sọc .... Nhưng dù khen hay chê thì mong các bác giữ bình tĩnh và văn hóa. lướt xuống đọc bình luận nhiều khi cảm thấy cũng ức chế.",,VF7,b8mtVV98MPY,false
"@typhan5912  nói chung chỉ có video về vf mới xảy ra tình trạng thế, một lũ vào chửi nhau bất chấp đúng sai. Ko biết là làm truyền thông bẩn hay gì chứ kiểu đó chỉ làm mất hình ảnh của hãng.",,VF7,b8mtVV98MPY,false
Lạ nhỉ? Hãng làm giàu kinh tế cho đất nước mà nhiều thành phần kiểu phá hoại quá!,,VF7,b8mtVV98MPY,false
"@AnhTuanNguyen-is3up  1. Về đóng thuế, thì hàng xe nào cũng phải đóng thuế cho nhà nước như nhau
2. Về làm giàu cho đất nước thì bạn phải xem lại, tiền vào túi cá nhân, tập đoàn tư nhân chứ không phải về tay nhà nước nhé.",,VF7,b8mtVV98MPY,false
Vậy tại sao bác ko nhắc đến những thành phần cứ thấy Vinfast là văng ra những lời thô tục một cách mù quáng? HAY bác cũng đồng tình với những RÁC đó?,,VF7,b8mtVV98MPY,false
Bác ns rất đúng. Chính vì e đọc comment người chê vin bị chửi rất  vô văn hóa . Nên e cũng bị phản cảm theo hiện tại e k còn chút cảm tình nào . Việc bị chê là hết sức bt cho 1 sản phẩm bất kỳ.  đến lexus cũng bị chê rất thậm tệ cũng có. Những họ không hành xử như vậy.,,VF7,b8mtVV98MPY,false
@NoThing-Plus  Bạn nói không đúng. Nhiều người chê xe Vin phần lớn là những người chưa bao giờ sử dụng xe Vin.,,VF7,b8mtVV98MPY,false
"Rất nhiều người không có chút văn hóa nào 
Bình luận về một vấn đề gì cũng dùng lời lẽ thô tục ghê gớm.",,VF7,b8mtVV98MPY,false
"Ngày xưa có ô kia chê bị mời lên uống trà rồi đấy .chê sai thì còn phê phán chê đúng coi như góp ý để thay đổi tốt hơn ,nhưng phàm hay bị các ae thần thánh hóa nhảy vào blabla trong khi đó chưa biết đã có xe hay chưa. Văn hóa trên mạng của người vn  nước nào cũng ngao ngán.kể cả trọng tài trước khi bắt trận banh nào của vn đều khóa trang cá nhân là hiểu 😢😢",,VF7,b8mtVV98MPY,false
"Em cũng không hiểu luôn bác, đừng buồn bác ạ😂",,VF7,b8mtVV98MPY,false
Người comment thì nhiều nhưng những người có xe thì ít.xem YouTube thì thấy sao nói vậy chứ có xe trải nghiệm đâu mà biết.chỉ thấy hùa theo chứ thực chất có mấy người đc sở hữu,,VF7,b8mtVV98MPY,false
"phải có khen và chê để tất cả mọi ng có cái nhìn cụ thể về xe,  giúp nhà sản xuất biết còn khắc phục.",,VF7,b8mtVV98MPY,false
Không yêu cũng không ghét nhưng luôn ủng hộ vì nếu không có khởi đầu thì 1000 năm nữa VN cũng chưa sở hữu được hãng xe oto nào,,VF7,b8mtVV98MPY,false
Kênh đánh giá rất khách quan. Nếu có thiên vị thì cũng rất bt. Sản phẩm của dân tộc mà. Không yêu quý nó thì yêu quý ai. ❤,,VF7,b8mtVV98MPY,false
Chuẩn luôn anh. Anh Vượng chắc có vui khi nhiều người bênh VF văn hoá lùn?,,VF7,b8mtVV98MPY,false
"Tôi không ghét xe vin, thực ra chất lượng không đến nỗi nào. Nhưng tôi ghét những người xưng danh là ủng hộ vin. 
1. Những ai chê xe vin thì được cho là cali, là không yêu nước, là phản động.
2. Bọn nó đánh đồng việc mua hàng vin, ủng hộ vin với việc yêu nước
3. Bọn nó không hiểu gì về sản xuất công nghiệp khi nghĩ rằng cứ bỏ tiền ra thuê người khác, nước khác sản xuất là thành xe của hãng việt nam. Vì sao apple, samsung được xem là của mỹ, hàn mà vin lại bị nghi ngờ là hàng tàu? Bởi vì người ta làm chủ thiết kế, làm chủ QC, làm chủ công nghệ, chỉ là đi thuê thằng khác làm cho rẻ. Còn ở đây người ta nghi ngờ vin không làm chủ công nghệ gì cả, gì cũng đi mua. Đó mới là vấn đề",,VF7,b8mtVV98MPY,false
"​​ @giaosubutchi  bạn nói VF không tự sản xuất, không làm chủ công nghệ thì chưa đúng lắm. VF có tiền họ đi mua công nghệ sản xuất ô tô của người ta về tự sản xuất ô tô thì không phải do VF sản xuất là gì?. Có nhất thiết phải đổ 1 đống tiền tự nghiên cứu trong khi xuất phát điểm không có gì về sản xuất ô tô. Tôi hỏi bạn hãng MG hiện tại do Trung Quốc mua lại hãng ô tô của Anh rồi họ sản xuất xe, thế bạn nói MG hiện tại vẫn do người Anh sản xuất à. Có ghét VF thì cũng công tâm nhìn nhận nhà máy họ sản xuất được cái gì và mua cái gì. Và cũng nên nhìn nhận là VF và những doanh nghiệp sản xuất tương tự tạo ra bao nhiêu việc làm cho dân VN. Riêng tôi chỉ quan trọng là chất lượng sản phẩm, dịch vụ bảo trì bảo dưỡng. Nếu xe Trung Quốc vào VN mà chất lượng tốt, dịch vụ bảo dưỡng đầy đủ, trạm sạt điện đảm bảo thì tôi vẫn mua xe Trung Quốc sử dụng. Tôi không quan tâm họ dè bỉu tôi đi xe Trung Quốc, cái tôi cần là 1 phương tiện đi lại, che nắng, che mưa và an toàn khi ra đường",,VF7,b8mtVV98MPY,false
"​ @giaosubutchi chê khen là chuyện hết sức bình thường bạn ạ. Chúng ta có quyền kg thích, kg mua. Nhưng phải văn minh, công tâm, hiểu biết và có văn hóa. Chúng ta nên đánh giá khi đã trải nghiệm thực tế, và ít nhất dành một chút tử tế cho tinh thần phát triển quê hương. Mình đọc nhiều bình luận thì hiểu rằng, có nhiều bạn có lẽ còn chưa cầm volang bao giờ nhưng lại tỏ ra chê bai một cách hằn học và rất thiếu văn hóa.",,VF7,b8mtVV98MPY,false
"Comment của mình ở trên cũng bị rất nhiều thành phần thiếu văn hoá vào bênh vf mù quáng, chắc cũng nhiều rác đã bị kênh chặn. Mình có khen có chê xe một cách rõ ràng nhưng vs chúng nó thế là không được, đụng đến vf thì chỉ đc khen :))",,VF7,b8mtVV98MPY,false
"@ltanh1476  Bạn có văn hoá quá,lên yt xem video xong r chê nọ chê kia nhưng có khi còn chưa 1 lần ngồi lên 1 cái xe điện🤣🤣🤣🤣",,VF7,b8mtVV98MPY,false
"Khổ thân cứ nhắc đến VF là ae 3 sọi vào xỉa xói 😂
Khoá hết chúng nó đi a sếp",,VF7,b8mtVV98MPY,false
"@hellpaper  Đọc cho kỹ đi, toàn bọn bênh vf chửi hô văn hóa người nào ko may chê xe :D",,VF7,b8mtVV98MPY,false
A né cái hãng xe thị phi này ra dùm e cho đỡ nặng đầu.,,VF7,b8mtVV98MPY,false
"@LamHoang-fk7lz kênh về xe lại bảo người ta né hãng xe, nghe kỳ vậy?",,VF7,b8mtVV98MPY,false
"Vin no nó vậy , chỉ muốn khen ko đc chê",,VF7,b8mtVV98MPY,false
@NgocBao-zy2bg  Ông chửi người ta Vin nô thì cũng có hơn gì đâu.,,VF7,b8mtVV98MPY,false
"@NgocBao-zy2bg  chê cũng được nhưng bạn chê có văn hóa chứ đừng chê kiểu thô tục. Nhưng tôi vẫn thắc mắc tại sao tập đoàn Huyndai (Hàn Quốc) , tập đoàn Honda (Nhật Bản)...vv mây mây. Người ta tồn tại được vì sao ? vì người dân bên đó người ta tự hào sản phẩm của nước họ không như VN cứ thấy ai làm tốt và có rất ít lỗi nhưng chê rất nặng thậm chí còn chửi chứ không phải là chê",,VF7,b8mtVV98MPY,false
Chê bai toàn vện ba que thôi anh,,VF7,b8mtVV98MPY,false
@ltanh1476  bọn đấy là bọn anti. Cố tình chửi bới để nhiều người ghét thêm đó bạn ơi,,VF7,b8mtVV98MPY,false
"@hellpaper  cái này thì chịu, nói một phía ai mà tin đc, chỉ biết toàn bọn vo văn hoá chửi người chế xe",,VF7,b8mtVV98MPY,false
"@ltanh1476 ng đi xe vin họ ko chửi như vậy đâu, minh đang đi vin đây, nó là phù hợp vs mình chứ ko phải co.n xe hoàn hoả, nên khen chê là bt",,VF7,b8mtVV98MPY,false
"@buian8770  haha. Cai cú tìm mọi comment để khịa à, vh của fan vf đấy. Chê mỗi câu giá đắt cái đi đâu cũng bị khịa, rồi đc gì, xe bán đc nhiều hơn không bạn.",,VF7,b8mtVV98MPY,false
"@ltanh1476  uh,xe VF bán ế,vì những người giàu như bạn không mua tại nó đắt,mua Mazda CX5 mới là chân ái là thông minh.🤣🤣🤣",,VF7,b8mtVV98MPY,false
"@buian8770  nói như trẻ lên 3, con xe duoi tỷ mà suốt ngày giàu với ngèo, làm như xe sang :). Nói thẳng cho vuông nhé, người giàu ai them đi VF, người ta đi Mec, Bim, Audi rồi bạn trẻ à, hoang tưởng quá.",,VF7,b8mtVV98MPY,false
@NoThing-Plus  Nếu chưa sử dụng thì làm sao biết xe tốt hay xấu. Thậm chí khi xe điện Vin được xuất khẩu sang Mỹ. Phần lớn các báo chí về ô tô và youtuber review ô tô chỉ chạy thu xe Vịn trong vòng vài giờ là họ đã chê thậm tệ đến nỗi họ để nghỉ trả xe Vin về nơi sản xuất??,,VF7,b8mtVV98MPY,false
"@NoThing-Plus  Đây  sao tôi đã quyết định thuê một chiếc VF8 Plus, và sau hơn 8 tháng chạy, tôi có thể nói xe Vin có chất lượng tốt độ an toàn cao và rất đáng tin cậy. Nghĩa là mỗi lần đề máy xe, thì xe hoạt động như mong muốn và và xe chạy rất mượt mà.",,VF7,b8mtVV98MPY,false
Kênh này rất chung thực. Rất hay👍👏👏,,VF7,b8mtVV98MPY,false
"thấy hợp lý so với giá tiền thì mua ko thì thôi. khen chê là chuyện bình thường, đừng khen quá và chê quá vì như vậy là không thật tâm. thêm nữa nhiều người không phân biệt dc là chê hay dìm hàng. chưa kể còn có những người chưa được trải ngiệm bao giờ chỉ nghe người khác nói vào bình loạn lên khác j tát nước theo mưa. người ta chê để mọi người xem có chấp nhận được không chứ có phải dìm đâu hãy tôn trọng những con người thật tâm",,VF7,b8mtVV98MPY,false
Tipcar làm thêm các sp của vin đi,,VF7,b8mtVV98MPY,false
"Bao kênh review xe nhưng cũng chỉ thích và xem kênh của bác VA, vì bác dám nói dám làm. Từ khi nào việc khen chê một sản phẩm lại bị đánh tráo khái niệm với việc yêu nước hay không như vậy?",,VF7,b8mtVV98MPY,false
Nhìn đẹp mà để người ta trải nghiệm trước đi hơn tỷ rất nhiều sự lựa chọn,,VF7,b8mtVV98MPY,false
Vf7 là con xe mình ưng ý nhất trong gia đình Vinfast nói riêng và phân khúc Suv C nói chung,,VF7,b8mtVV98MPY,false
"Tôi quan tâm đến độ ngả của hàng ghế thứ 2 đối với các đồng xe, nó tạo sự thoải mái khi đi đường trường đối với các thành viên trong gia đình.",,VF7,b8mtVV98MPY,false
"Kênh làm clip hay và chi tiết. Xem một lèo gần 10 vid rồi mới gặp đc 1 vid mà thấy 'đã' về thông tin như này. Nói đến bộ phận nào thì có video quay cận cảnh đến đó, phân tích kèm số liệu chi tiết, có so sánh với thông số chung trong các phân khúc để người xem dễ hình dung. Các nhận xét, đánh giá đi sâu được vào các chi tiết nhỏ nhưng lại là thường xuyên khi sử dụng thực tế. Không khen thừa, không chê cho có cảm giác công-tâm, các đánh giá rất cụ thể ""rộng, hẹp, cao, thấp"" giúp người xem rất dễ hình dung. Cảm ơn kênh.",,VF7,b8mtVV98MPY,false
"Xe điện thì tính tới món tiết kiệm nhiên liệu thôi, bốc quá thì với đa số cũng chả làm j nếu đi trong phố là chính. Vin cần nâng cấp nội thất",,VF7,b8mtVV98MPY,false
Nó đẹp như  bản N-line các hãng ý anh nhở😊,,VF7,b8mtVV98MPY,false
Nội thất làm như nội thất bán tải vf wild thì đẹp hết ý,,VF7,b8mtVV98MPY,false
Mình vẫn thích cái yên ngựa như vf8,,VF7,b8mtVV98MPY,false
Phải đăng nhập để like cho ae làm kênh này. Mãi mới xem đc review tử tế trc khi mua. Tks ae,,VF7,b8mtVV98MPY,false
"Mình đã đi được hơn 2.000km nói chung cảm giác lái rất ok, ADAS thì đang thua vfe34 mỗi khi xe dừng thì quạt gió kêu to, tắt điều hoà thì hết kêu. Có lẽ cần thêm thời gian cho Vf tinh chỉnh. Chúng ta nên ủng hộ sản phẩm của người Việt vì trước Vin đã ai làm được gì ra hồn đâu.Tôi sang Hàn quốc bên đó chỉ toàn Huundai và Kia chạy ngoài đường,  đừng chửi Vin và cũng đừng bênh Vin thái quá chúng ta là người Việt nam mà !",,VF7,b8mtVV98MPY,false
giờ sàn cao đã k phải đặc trưng của tất cả xe EV nữa vì BYD đã có pin blade làm sàn thấp đi nhiều.,,VF7,b8mtVV98MPY,false
